acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
-0.01,0.45,0.88,0.46,0.29,0.75,32.2
-0.0,0.44,0.88,-0.17,0.69,1.3,32.29
0.0,0.42,0.88,-0.02,1.01,1.36,32.25
0.01,0.42,0.87,0.52,0.78,0.84,32.2
0.01,0.43,0.88,0.66,-0.05,0.06,32.25
-0.0,0.43,0.88,0.06,-0.96,-0.5,32.15
-0.01,0.43,0.88,-0.23,-0.61,-0.27,32.11
-0.01,0.43,0.88,-0.27,0.66,0.4,32.25
-0.01,0.43,0.88,-0.12,0.82,0.6,32.29
-0.0,0.43,0.87,-0.27,0.29,0.79,32.2
-0.0,0.43,0.88,-0.17,-0.08,0.63,32.25
-0.01,0.43,0.88,0.14,-0.11,0.63,32.2
0.01,0.43,0.88,0.4,0.56,0.64,32.29
0.01,0.43,0.89,-0.5,0.44,0.41,32.25
-0.0,0.42,0.87,0.34,0.29,0.34,32.2
-0.01,0.44,0.89,0.17,-0.15,0.2,32.11
-0.01,0.44,0.87,0.4,-0.79,0.61,32.25
-0.0,0.44,0.87,0.58,0.84,1.3,32.11
-0.0,0.43,0.87,-0.35,1.79,0.96,32.15
-0.01,0.42,0.88,-1.62,1.24,0.67,32.15
-0.01,0.42,0.89,-1.82,-0.15,0.35,32.2
-0.0,0.42,0.88,-0.85,-0.75,0.08,32.25
0.0,0.44,0.87,-0.14,-0.49,0.18,32.15
0.0,0.44,0.88,-0.6,-0.27,0.18,32.2
-0.0,0.44,0.87,-1.1,0.12,0.2,32.2
0.0,0.42,0.88,-1.16,0.37,0.44,32.15
-0.0,0.43,0.88,-0.49,0.5,0.53,32.2
-0.0,0.42,0.88,0.29,0.84,0.7,32.25
-0.0,0.42,0.88,0.24,0.61,0.64,32.2
-0.01,0.43,0.89,-0.02,0.12,0.27,32.11
-0.01,0.43,0.88,-0.12,0.03,0.17,32.15
-0.01,0.43,0.88,-0.02,0.23,0.49,32.2
-0.0,0.43,0.88,0.0,0.5,0.87,32.2
-0.0,0.43,0.88,-0.11,0.46,0.93,32.34
0.0,0.43,0.88,-0.29,0.05,0.67,32.29
-0.01,0.43,0.88,-0.21,0.34,0.67,32.2
0.0,0.42,0.88,-0.14,0.64,0.75,32.15
0.0,0.43,0.88,-0.12,0.75,0.89,32.29
0.01,0.42,0.88,-0.02,0.0,0.6,32.25
0.0,0.43,0.89,0.03,-0.44,-0.06,32.25
-0.01,0.43,0.88,0.38,-0.56,0.05,32.29
-0.0,0.43,0.88,0.12,-0.26,0.31,32.25
