acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
-0.0,0.45,0.89,1.04,-0.56,0.72,32.44
-0.01,0.44,0.87,1.44,0.58,1.56,32.39
-0.01,0.43,0.87,1.88,2.61,3.42,32.48
0.01,0.42,0.88,1.44,3.89,3.85,32.53
0.01,0.41,0.88,0.92,3.51,2.02,32.48
0.01,0.42,0.88,0.69,2.15,0.52,32.44
0.01,0.43,0.88,0.0,-0.44,0.38,32.39
0.01,0.45,0.88,-1.05,-2.7,-0.15,32.48
0.01,0.45,0.87,-1.85,-2.2,-0.29,32.53
0.0,0.45,0.88,-1.47,0.17,0.23,32.58
0.01,0.44,0.87,-0.46,1.68,0.75,32.44
0.01,0.43,0.88,0.7,2.49,0.63,32.44
0.01,0.43,0.89,1.21,1.85,-0.4,32.48
0.0,0.42,0.88,0.73,0.89,-0.87,32.48
0.0,0.43,0.88,-0.31,-1.05,-0.44,32.58
0.0,0.44,0.88,-1.3,-2.21,0.05,32.48
-0.01,0.44,0.88,-1.16,-1.73,0.78,32.53
-0.01,0.44,0.87,-0.18,-0.08,1.39,32.48
-0.0,0.44,0.88,1.15,1.69,1.94,32.44
-0.0,0.44,0.89,2.46,2.98,2.15,32.44
0.01,0.43,0.89,2.47,3.01,2.08,32.48
0.01,0.44,0.88,1.56,1.68,2.09,32.44
0.01,0.44,0.88,0.87,0.84,1.69,32.39
0.01,0.43,0.88,-0.56,-0.89,0.64,32.39
0.01,0.44,0.87,-0.47,-1.02,0.02,32.44
0.01,0.45,0.88,0.52,-0.67,0.03,32.48
-0.0,0.45,0.88,0.34,-0.72,0.37,32.39
0.01,0.44,0.88,0.79,0.73,0.75,32.34
-0.0,0.43,0.86,0.32,2.23,0.63,32.39
0.0,0.42,0.88,0.0,1.97,0.73,32.44
0.0,0.43,0.89,-0.61,0.32,0.4,32.53
0.01,0.43,0.87,-1.08,-0.95,0.0,32.39
0.01,0.43,0.89,-1.44,-1.37,-0.06,32.44
0.01,0.44,0.88,-1.01,-0.84,0.46,32.48
-0.0,0.43,0.89,-0.47,-0.09,1.04,32.39
0.01,0.43,0.87,0.32,0.98,1.5,32.53
-0.0,0.43,0.88,0.66,1.53,1.51,32.58
0.01,0.42,0.87,0.81,1.57,1.36,32.44
0.01,0.43,0.88,0.6,0.82,1.4,32.44
0.01,0.44,0.88,0.21,-0.03,1.59,32.39
0.01,0.42,0.88,-0.06,-0.37,1.18,32.53
0.01,0.43,0.89,0.02,-0.38,0.82,32.44
0.0,0.44,0.88,0.27,0.03,1.04,32.48
0.01,0.43,0.88,0.55,0.95,1.45,32.44
0.01,0.43,0.87,0.56,1.33,1.69,32.48
0.01,0.44,0.89,0.23,0.66,1.21,32.39
0.01,0.43,0.88,0.18,-0.08,0.82,32.53
0.01,0.43,0.87,0.43,-0.26,0.82,32.48
0.01,0.43,0.88,0.84,-0.11,0.93,32.53
0.01,0.44,0.88,0.53,0.24,0.7,32.44
0.01,0.43,0.89,0.61,0.37,0.34,32.48
-0.0,0.43,0.88,0.9,0.24,0.61,32.44
0.0,0.43,0.89,0.76,0.47,1.3,32.53
0.01,0.43,0.89,0.34,0.63,1.56,32.39
0.0,0.43,0.88,0.5,0.69,1.56,32.44
0.01,0.44,0.87,0.67,0.67,1.4,32.39
0.0,0.43,0.89,0.72,0.58,1.21,32.39
0.0,0.43,0.89,0.95,0.99,1.39,32.53
0.0,0.43,0.89,1.07,1.27,1.45,32.48
-0.0,0.43,0.86,0.98,1.34,1.66,32.53
0.0,0.43,0.88,0.66,1.4,1.98,32.44
0.01,0.44,0.88,0.31,1.04,1.6,32.48
0.0,0.44,0.88,0.18,0.89,1.36,32.44
0.01,0.43,0.88,0.11,0.96,1.36,32.44
0.01,0.44,0.87,0.14,1.01,1.16,32.48
0.01,0.44,0.88,-0.02,0.85,0.95,32.44
0.0,0.43,0.88,0.12,0.85,0.93,32.48
0.01,0.44,0.87,0.79,1.07,0.85,32.48
-0.01,0.44,0.87,0.79,1.47,0.73,32.53
-0.01,0.44,0.88,0.53,1.4,0.44,32.48
-0.0,0.44,0.89,0.41,1.21,0.29,32.53
-0.0,0.43,0.87,0.81,1.28,0.5,32.44
0.01,0.43,0.88,0.63,1.53,0.85,32.39
0.01,0.44,0.88,0.21,1.88,0.73,32.44
0.0,0.43,0.87,0.14,1.5,0.41,32.58
0.01,0.43,0.88,-0.17,1.1,0.67,32.48
0.01,0.44,0.87,0.0,0.81,0.82,32.44
0.0,0.44,0.89,0.0,1.21,0.76,32.48
-0.0,0.44,0.88,0.03,1.89,0.58,32.58
-0.0,0.43,0.88,-0.21,2.26,1.08,32.44
0.0,0.43,0.88,0.11,2.38,1.56,32.48
0.02,0.43,0.88,0.61,1.95,1.59,32.44
0.0,0.44,0.88,-0.56,-0.11,0.99,32.44
0.0,0.44,0.86,-0.49,-0.31,0.61,32.48
-0.0,0.44,0.88,0.34,0.52,1.47,32.44
-0.02,0.45,0.88,-0.6,0.78,2.66,32.39
-0.0,0.43,0.88,-0.14,1.94,3.53,32.39
0.01,0.42,0.88,0.84,4.37,3.54,32.53
0.02,0.42,0.88,0.7,4.06,2.38,32.48
0.01,0.42,0.89,0.53,2.35,1.59,32.58
0.01,0.44,0.88,0.09,0.21,0.87,32.44
0.0,0.45,0.88,-0.69,-1.54,0.34,32.39
0.01,0.46,0.87,-1.5,-0.96,0.5,32.34
0.0,0.45,0.87,-1.45,0.85,1.25,32.44
0.01,0.44,0.88,-0.43,2.38,1.27,32.48
0.01,0.43,0.88,0.76,2.72,0.17,32.53
0.01,0.42,0.88,1.15,2.49,-0.49,32.48
0.01,0.43,0.88,0.44,0.92,-0.76,32.48
0.0,0.43,0.87,-0.7,-0.58,-0.27,32.44
-0.0,0.43,0.88,-1.74,-0.9,0.5,32.48
0.0,0.43,0.88,-1.63,-0.35,1.31,32.48
-0.0,0.44,0.87,-0.79,0.92,1.85,32.44
-0.0,0.44,0.88,0.87,1.8,1.73,32.39
-0.0,0.43,0.88,1.74,3.04,1.89,32.34
-0.0,0.44,0.88,1.57,2.58,2.11,32.44
-0.0,0.44,0.88,0.58,1.71,2.15,32.48
0.01,0.43,0.88,0.23,1.45,1.62,32.44
0.01,0.43,0.88,-0.26,0.38,0.67,32.48
0.0,0.43,0.88,1.19,1.08,0.56,32.48
-0.0,0.44,0.88,1.4,1.27,0.47,32.44
-0.0,0.45,0.88,1.24,1.45,0.81,32.48
0.0,0.43,0.87,0.44,2.29,0.81,32.48
-0.0,0.42,0.88,-0.79,2.37,0.58,32.44
0.0,0.42,0.88,-1.56,1.3,0.37,32.48
0.0,0.43,0.88,-0.93,0.29,0.34,32.44
0.01,0.44,0.89,-0.44,0.6,0.37,32.34
-0.0,0.44,0.87,0.11,1.31,0.38,32.39
-0.01,0.44,0.88,-0.14,1.88,0.87,32.44
0.0,0.44,0.88,-0.66,1.85,1.34,32.39
-0.0,0.42,0.87,-0.58,1.8,1.71,32.48
0.01,0.43,0.88,-0.17,1.88,1.74,32.44
0.01,0.42,0.89,0.34,1.8,1.34,32.39
0.0,0.43,0.88,0.73,1.59,1.05,32.58
0.0,0.44,0.89,0.44,1.66,1.1,32.44
-0.01,0.43,0.87,0.15,1.71,0.9,32.48
-0.0,0.43,0.88,0.21,1.4,0.99,32.44
-0.01,0.43,0.88,0.49,1.91,1.27,32.44
-0.01,0.44,0.88,0.64,2.14,1.24,32.48
0.01,0.43,0.88,0.64,2.06,0.99,32.44
0.0,0.42,0.88,0.63,1.63,0.9,32.48
0.01,0.43,0.88,0.81,1.4,1.07,32.48
-0.0,0.43,0.89,1.11,1.51,0.99,32.53
-0.0,0.44,0.88,1.22,1.63,0.89,32.48
-0.0,0.43,0.88,1.48,1.62,0.81,32.48
-0.0,0.43,0.88,1.47,1.36,0.78,32.44
0.0,0.43,0.88,1.28,1.18,0.9,32.48
-0.01,0.43,0.87,1.18,1.51,1.34,32.53
-0.0,0.43,0.88,1.07,2.02,1.76,32.44
-0.0,0.43,0.88,1.11,2.0,1.77,32.58
-0.0,0.43,0.88,1.21,1.83,1.76,32.44
-0.0,0.43,0.88,1.11,1.73,1.92,32.44
-0.0,0.43,0.88,1.01,1.77,2.09,32.48
-0.0,0.42,0.88,1.01,2.06,2.26,32.44
0.0,0.43,0.88,0.89,2.31,2.11,32.39
0.0,0.44,0.88,0.99,2.2,2.14,32.39
-0.01,0.43,0.88,1.21,2.11,1.77,32.53
-0.0,0.44,0.87,1.31,2.18,2.06,32.58
-0.0,0.44,0.88,1.22,2.15,1.8,32.39
-0.0,0.44,0.88,1.36,2.14,1.4,32.53
-0.01,0.44,0.88,1.34,1.8,1.31,32.48
-0.0,0.44,0.87,1.42,1.73,1.1,32.44
-0.0,0.44,0.88,1.19,1.66,1.02,32.53
-0.0,0.43,0.87,0.93,0.99,0.72,32.48
-0.01,0.44,0.88,1.11,1.34,0.69,32.44
-0.01,0.43,0.88,1.22,1.3,0.79,32.48
-0.0,0.44,0.87,1.16,1.6,1.04,32.48
-0.0,0.43,0.87,1.18,1.5,0.9,32.44
-0.0,0.44,0.87,1.21,1.63,1.45,32.39
-0.01,0.44,0.89,1.27,1.88,1.89,32.48
-0.0,0.44,0.88,1.18,1.42,1.95,32.53
-0.01,0.44,0.89,1.92,1.76,1.36,32.48
-0.01,0.43,0.88,2.37,2.4,1.45,32.44
-0.01,0.43,0.88,1.95,2.53,1.92,32.34
-0.01,0.43,0.87,0.63,2.0,2.12,32.58
-0.01,0.43,0.88,1.21,1.37,1.98,32.44
0.0,0.43,0.87,1.42,0.69,1.44,32.44
-0.0,0.45,0.87,1.07,-0.17,1.27,32.48
-0.01,0.45,0.88,1.53,0.61,1.44,32.39
-0.02,0.45,0.87,1.18,1.18,2.09,32.48
-0.02,0.44,0.87,0.2,1.59,3.34,32.48
-0.0,0.43,0.88,0.64,2.31,4.44,32.53
0.01,0.42,0.88,0.23,2.61,3.74,32.48
0.01,0.41,0.88,0.23,1.62,2.21,32.39
-0.0,0.43,0.87,0.27,-0.15,1.48,32.53
-0.0,0.45,0.89,1.08,-0.76,1.6,32.48
-0.01,0.46,0.88,1.31,0.05,1.91,32.44
-0.0,0.46,0.88,1.4,1.31,2.11,32.53
-0.0,0.45,0.87,1.08,1.63,2.24,32.39
-0.01,0.44,0.88,0.43,1.07,2.02,32.53
-0.0,0.43,0.88,0.89,0.79,1.31,32.48
0.0,0.43,0.88,1.53,0.99,0.49,32.48
-0.0,0.43,0.88,1.51,0.69,0.08,32.44
-0.01,0.44,0.87,0.66,-0.08,0.12,32.48
-0.01,0.43,0.87,0.34,0.2,0.95,32.44
-0.01,0.45,0.88,0.41,0.95,1.44,32.53
-0.0,0.44,0.87,0.76,1.3,1.74,32.48
0.0,0.44,0.88,1.21,1.13,1.68,32.44
-0.0,0.45,0.88,1.25,0.92,1.94,32.44
0.0,0.44,0.88,1.01,0.7,2.23,32.48
0.0,0.44,0.88,1.36,1.56,2.34,32.44
0.01,0.43,0.87,0.67,0.95,1.69,32.48
-0.0,0.44,0.88,1.02,0.84,1.25,32.48
