acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.0,0.43,0.88,0.58,0.15,0.69,32.39
-0.0,0.43,0.88,0.53,0.12,1.1,32.44
0.0,0.43,0.89,0.52,0.32,1.21,32.53
-0.0,0.43,0.87,0.64,0.38,1.18,32.48
-0.01,0.44,0.88,0.69,0.38,1.11,32.44
-0.0,0.44,0.88,0.56,0.78,1.45,32.48
-0.0,0.44,0.88,0.63,0.69,1.62,32.48
-0.0,0.43,0.88,0.69,0.53,1.45,32.53
0.0,0.44,0.88,0.61,0.5,1.45,32.48
-0.0,0.44,0.88,0.47,0.79,1.53,32.48
0.0,0.44,0.88,0.66,0.79,1.31,32.44
-0.0,0.44,0.87,0.66,0.78,1.31,32.48
-0.0,0.44,0.88,0.53,0.9,1.13,32.53
0.0,0.44,0.88,0.76,0.55,0.92,32.48
0.01,0.44,0.87,0.69,0.21,0.6,32.39
0.0,0.44,0.88,0.53,0.55,0.63,32.44
0.0,0.44,0.87,0.14,0.41,0.34,32.48
-0.0,0.44,0.88,0.32,0.41,0.32,32.58
-0.0,0.43,0.88,0.4,0.6,0.44,32.44
-0.0,0.44,0.88,0.17,0.09,0.31,32.48
-0.0,0.44,0.88,0.21,0.03,0.38,32.48
-0.01,0.44,0.88,0.32,0.17,0.32,32.53
0.0,0.44,0.87,0.24,0.08,0.73,32.48
-0.0,0.44,0.88,0.26,0.56,1.07,32.34
0.0,0.44,0.87,0.58,0.41,1.15,32.39
0.0,0.44,0.87,0.75,0.6,1.3,32.39
-0.0,0.44,0.87,0.56,0.31,1.21,32.53
0.0,0.44,0.88,0.75,0.37,1.37,32.39
-0.0,0.44,0.88,0.82,0.11,1.3,32.39
0.0,0.44,0.87,0.6,0.09,1.21,32.53
0.0,0.44,0.87,0.9,0.35,1.31,32.48
0.0,0.44,0.89,0.37,0.69,1.59,32.58
0.0,0.44,0.87,0.34,0.53,1.62,32.53
-0.0,0.44,0.87,0.31,0.14,1.16,32.48
-0.0,0.44,0.88,0.55,-0.23,0.58,32.53
-0.0,0.44,0.88,1.02,0.55,0.44,32.39
-0.01,0.44,0.88,1.1,1.44,1.01,32.58
-0.0,0.44,0.88,0.89,1.42,1.34,32.53
0.0,0.43,0.87,0.9,1.16,1.34,32.39
0.0,0.43,0.88,0.67,-0.53,0.6,32.48
-0.0,0.45,0.87,-0.47,-1.86,0.46,32.44
-0.01,0.45,0.88,-0.03,-1.15,1.25,32.48
-0.01,0.45,0.88,0.32,-0.34,2.4,32.39
-0.0,0.44,0.89,1.22,1.79,3.83,32.44
0.01,0.42,0.88,2.11,4.18,4.38,32.48
0.01,0.42,0.88,1.86,4.63,2.49,32.44
0.01,0.42,0.88,1.71,2.26,1.13,32.48
-0.0,0.43,0.87,1.16,-0.15,1.37,32.48
0.01,0.45,0.88,-0.67,-2.4,1.5,32.53
0.01,0.46,0.88,-2.24,-2.08,1.31,32.58
0.0,0.47,0.88,-1.97,-0.63,1.21,32.62
0.0,0.44,0.88,-0.7,1.16,1.02,32.44
0.01,0.43,0.89,0.95,1.97,0.7,32.48
0.01,0.43,0.88,1.8,2.14,0.15,32.58
0.0,0.44,0.88,1.39,1.31,-0.56,32.48
0.0,0.44,0.88,0.6,-0.76,-0.12,32.29
0.0,0.44,0.87,-0.89,-1.66,0.43,32.53
-0.0,0.44,0.87,-1.37,-1.56,0.72,32.48
0.0,0.45,0.87,-0.53,-0.26,1.08,32.48
-0.0,0.43,0.88,0.64,1.3,1.5,32.53
-0.0,0.43,0.88,1.74,2.23,1.95,32.48
