acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
-0.0,0.45,0.88,0.23,0.69,1.07,32.48
-0.01,0.44,0.88,-1.05,0.82,0.46,32.48
-0.01,0.44,0.88,-1.71,0.15,0.44,32.53
-0.01,0.44,0.88,-1.36,-0.52,0.43,32.48
-0.01,0.44,0.88,-0.14,-0.56,0.44,32.44
0.0,0.46,0.88,0.21,-0.2,0.81,32.58
-0.0,0.45,0.88,-0.49,-0.15,0.52,32.58
-0.0,0.45,0.87,-0.78,-0.09,0.41,32.53
-0.0,0.44,0.87,-0.53,0.29,0.64,32.39
0.0,0.44,0.88,0.4,0.79,0.78,32.48
-0.0,0.44,0.87,0.55,0.93,0.72,32.53
-0.01,0.45,0.87,0.17,0.82,1.1,32.48
-0.0,0.44,0.88,0.37,0.35,1.1,32.39
-0.0,0.44,0.88,0.49,0.6,0.98,32.44
-0.0,0.44,0.87,0.82,0.35,1.05,32.48
-0.0,0.45,0.87,0.6,0.26,0.79,32.44
-0.01,0.44,0.88,0.67,0.23,1.24,32.44
-0.0,0.45,0.87,0.76,0.41,1.53,32.48
0.0,0.45,0.87,0.55,0.67,1.8,32.53
0.0,0.44,0.88,0.66,0.4,1.66,32.53
0.0,0.45,0.87,0.96,0.17,1.22,32.48
0.0,0.44,0.88,1.04,-0.06,1.04,32.44
-0.0,0.45,0.87,1.05,-0.11,1.01,32.48
0.0,0.45,0.87,1.18,-0.05,1.18,32.48
0.0,0.44,0.87,1.15,0.17,1.51,32.44
0.0,0.45,0.87,0.93,-0.08,1.5,32.48
-0.0,0.45,0.87,1.19,-0.08,1.62,32.39
0.01,0.44,0.87,1.45,0.24,2.12,32.44
0.01,0.45,0.87,1.36,0.69,2.05,32.48
0.0,0.44,0.88,1.05,0.73,1.77,32.39
0.0,0.44,0.87,1.01,0.95,1.86,32.53
-0.0,0.44,0.88,1.15,0.96,1.65,32.48
-0.0,0.45,0.87,1.05,0.9,1.36,32.44
-0.0,0.45,0.88,1.15,0.49,1.05,32.44
-0.01,0.45,0.88,1.07,0.5,0.89,32.48
-0.0,0.45,0.88,0.49,1.24,1.07,32.39
0.0,0.46,0.89,0.61,0.69,1.13,32.44
0.0,0.45,0.87,0.27,0.26,0.27,32.48
0.01,0.45,0.88,0.21,0.14,0.09,32.53
0.0,0.45,0.88,0.34,0.21,0.15,32.48
0.01,0.45,0.87,0.14,0.31,0.11,32.48
0.0,0.45,0.88,0.05,0.37,-0.02,32.44
-0.0,0.44,0.87,0.2,0.53,0.09,32.48
-0.0,0.44,0.88,0.26,0.5,0.52,32.48
-0.01,0.44,0.87,0.35,0.17,0.24,32.44
0.0,0.45,0.88,0.78,0.6,0.11,32.39
-0.01,0.45,0.88,1.02,1.01,0.41,32.58
-0.0,0.45,0.87,0.72,1.1,0.61,32.44
-0.0,0.44,0.87,0.49,1.47,1.24,32.48
-0.0,0.43,0.87,1.05,0.78,1.31,32.53
-0.0,0.45,0.87,0.98,0.18,1.34,32.44
-0.0,0.46,0.86,1.44,-0.95,0.82,32.39
-0.01,0.46,0.87,2.05,-0.87,1.25,32.44
-0.02,0.46,0.88,1.07,0.27,2.15,32.44
-0.01,0.45,0.87,0.49,1.36,3.22,32.39
0.0,0.44,0.87,0.81,2.05,3.42,32.44
0.01,0.43,0.87,0.56,1.91,2.32,32.48
0.01,0.43,0.88,0.76,0.95,1.45,32.48
0.0,0.44,0.87,0.93,-0.41,1.18,32.53
0.01,0.46,0.87,0.23,-1.19,0.85,32.48
0.01,0.47,0.87,-0.03,-0.44,1.13,32.48
0.0,0.47,0.87,-0.06,1.25,1.8,32.44
-0.0,0.46,0.87,-0.09,1.04,1.63,32.48
0.01,0.44,0.87,-0.37,0.85,0.92,32.44
0.0,0.44,0.87,-0.15,0.24,0.17,32.44
-0.0,0.44,0.88,0.09,0.02,-0.14,32.48
-0.0,0.45,0.88,0.06,-0.47,0.14,32.44
-0.0,0.45,0.87,0.05,-0.72,0.66,32.53
0.0,0.46,0.87,-0.26,-0.41,0.9,32.39
0.0,0.46,0.87,-0.12,0.08,1.1,32.48
0.0,0.45,0.88,0.49,0.6,1.22,32.44
-0.0,0.45,0.87,0.6,0.31,1.16,32.48
-0.0,0.45,0.87,0.73,-0.02,1.47,32.53
0.0,0.44,0.88,0.38,0.2,1.92,32.48
0.01,0.44,0.88,0.67,0.87,1.86,32.48
0.01,0.45,0.87,0.11,0.41,1.07,32.44
0.0,0.45,0.86,1.16,0.18,0.47,32.39
-0.01,0.46,0.88,0.81,-0.66,0.5,32.48
0.0,0.45,0.88,1.04,-0.14,1.47,32.53
0.0,0.46,0.86,0.6,1.16,1.71,32.48
-0.0,0.44,0.88,-0.24,1.66,0.9,32.48
-0.01,0.44,0.88,-1.07,0.64,0.18,32.53
-0.0,0.44,0.88,-0.92,-0.61,0.35,32.48
-0.0,0.45,0.87,-0.12,-0.63,0.56,32.53
0.0,0.46,0.87,0.17,0.2,0.55,32.53
0.0,0.46,0.88,0.08,0.49,0.6,32.39
-0.0,0.45,0.88,-0.32,0.6,0.64,32.62
0.0,0.44,0.87,-0.18,0.92,1.04,32.44
0.01,0.44,0.86,0.26,1.42,1.28,32.48
0.0,0.44,0.87,0.52,1.08,0.96,32.53
0.0,0.45,0.87,0.69,0.6,0.43,32.48
-0.0,0.45,0.87,0.61,0.56,0.69,32.48
0.0,0.44,0.88,0.38,0.64,0.66,32.44
0.01,0.45,0.88,0.46,0.79,0.81,32.48
-0.01,0.45,0.88,0.5,0.75,0.6,32.48
-0.01,0.45,0.87,0.27,0.75,0.9,32.44
0.0,0.45,0.88,0.47,0.84,1.28,32.48
-0.0,0.45,0.87,0.47,1.1,1.51,32.48
0.0,0.45,0.87,0.75,0.9,1.16,32.44
0.0,0.45,0.87,0.92,0.61,0.64,32.48
0.01,0.45,0.87,1.04,0.61,0.72,32.53
0.0,0.45,0.87,1.04,1.02,0.81,32.53
-0.0,0.45,0.88,0.89,1.02,0.81,32.48
-0.0,0.45,0.87,0.76,1.1,0.85,32.48
-0.0,0.44,0.87,0.67,0.95,1.15,32.53
-0.0,0.45,0.87,0.79,0.95,1.33,32.58
-0.0,0.44,0.88,0.85,1.02,1.63,32.53
0.0,0.45,0.88,0.96,1.19,1.37,32.48
-0.01,0.45,0.87,0.67,1.07,1.54,32.48
0.0,0.45,0.88,0.79,1.15,1.66,32.53
0.0,0.45,0.87,0.9,1.51,1.95,32.48
0.01,0.45,0.86,0.87,1.51,1.73,32.58
0.01,0.44,0.87,0.66,1.36,1.6,32.44
0.01,0.45,0.87,0.29,1.05,1.47,32.48
0.0,0.45,0.88,0.29,1.3,1.3,32.48
-0.0,0.45,0.88,0.4,0.99,1.08,32.44
0.0,0.46,0.86,0.35,0.98,0.76,32.48
-0.0,0.46,0.88,0.26,1.13,0.63,32.48
0.0,0.45,0.87,-0.18,1.08,0.52,32.44
0.0,0.45,0.88,-0.15,1.02,0.38,32.39
-0.0,0.44,0.88,-0.02,0.75,0.32,32.44
-0.0,0.46,0.87,0.05,0.84,0.38,32.44
0.0,0.45,0.88,0.09,0.78,0.4,32.48
-0.0,0.45,0.88,0.21,1.13,0.81,32.53
-0.0,0.44,0.87,0.15,1.36,1.05,32.44
0.0,0.45,0.88,0.32,1.54,1.24,32.48
0.01,0.44,0.88,0.15,1.27,1.25,32.58
-0.0,0.45,0.87,0.24,1.19,1.13,32.58
-0.0,0.45,0.87,0.56,1.36,1.02,32.48
-0.0,0.45,0.88,1.04,1.97,1.05,32.53
-0.0,0.45,0.88,0.55,2.31,1.31,32.58
0.0,0.45,0.87,-0.27,1.73,1.53,32.48
0.01,0.44,0.88,0.08,1.04,1.28,32.44
0.0,0.45,0.87,0.5,0.79,0.99,32.48
-0.0,0.46,0.87,0.34,-0.02,1.05,32.53
-0.0,0.46,0.88,1.11,0.0,1.07,32.44
-0.01,0.46,0.87,0.32,0.56,1.91,32.48
-0.01,0.46,0.88,-0.23,1.83,3.45,32.39
0.0,0.44,0.87,-0.29,2.47,3.47,32.53
0.01,0.43,0.88,-0.27,2.7,2.27,32.39
0.0,0.43,0.88,-0.27,1.66,1.62,32.53
0.01,0.44,0.88,-0.03,0.18,1.24,32.39
0.0,0.46,0.87,0.35,-0.08,1.28,32.48
0.01,0.48,0.87,0.69,1.34,1.56,32.44
0.01,0.47,0.87,0.53,2.06,1.83,32.39
0.01,0.46,0.86,-0.2,1.66,1.54,32.48
-0.01,0.45,0.87,-0.17,1.39,0.98,32.53
-0.0,0.44,0.87,0.35,1.37,0.5,32.48
-0.0,0.43,0.87,0.82,0.99,0.41,32.48
-0.01,0.45,0.87,0.61,0.84,0.58,32.53
-0.0,0.46,0.87,0.17,0.56,1.01,32.48
-0.01,0.45,0.87,0.18,0.43,1.16,32.53
0.0,0.45,0.87,0.64,1.19,1.27,32.48
-0.0,0.46,0.89,1.15,1.47,1.5,32.48
-0.01,0.45,0.88,1.15,1.68,1.94,32.53
-0.0,0.45,0.88,0.98,1.94,2.63,32.39
0.01,0.44,0.88,0.64,1.8,2.58,32.48
0.01,0.45,0.87,0.9,2.06,2.06,32.44
0.01,0.45,0.86,0.52,1.4,1.24,32.39
0.0,0.45,0.88,1.59,1.54,0.99,32.58
-0.01,0.46,0.88,1.1,0.9,0.82,32.53
-0.01,0.46,0.88,0.72,0.84,1.45,32.58
-0.0,0.45,0.86,0.55,2.0,1.51,32.44
-0.01,0.44,0.88,-0.66,2.17,1.01,32.48
-0.01,0.44,0.87,-1.47,1.05,0.34,32.58
-0.0,0.44,0.87,-0.89,0.75,0.17,32.44
-0.0,0.45,0.87,0.02,0.84,0.27,32.48
0.0,0.46,0.88,0.12,1.33,0.47,32.39
0.0,0.45,0.89,-0.2,1.22,0.53,32.44
-0.0,0.45,0.87,-0.37,1.05,0.6,32.48
-0.0,0.44,0.88,-0.14,1.33,1.01,32.48
-0.0,0.44,0.88,0.56,1.83,1.24,32.53
-0.0,0.44,0.88,0.44,2.31,1.4,32.48
0.0,0.44,0.87,0.44,2.02,1.59,32.44
0.0,0.44,0.87,0.58,1.89,1.4,32.39
-0.0,0.44,0.88,0.75,1.74,0.98,32.48
0.0,0.45,0.87,0.92,1.86,0.93,32.53
-0.01,0.45,0.86,0.6,2.09,1.11,32.48
-0.01,0.46,0.86,0.4,2.14,1.19,32.44
-0.01,0.46,0.87,0.55,2.14,1.1,32.53
0.0,0.45,0.88,0.64,1.53,0.92,32.39
-0.0,0.44,0.88,0.85,1.34,0.7,32.48
0.0,0.46,0.87,1.01,1.4,0.63,32.53
0.0,0.45,0.88,1.1,1.48,0.73,32.48
