acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
-0.02,0.41,0.89,-0.6,-0.41,-0.09,32.25
-0.02,0.42,0.89,-0.02,-0.03,0.23,32.2
-0.02,0.43,0.88,0.0,0.05,0.32,32.29
-0.01,0.43,0.88,-0.73,-0.29,0.27,32.25
-0.02,0.41,0.89,-0.69,0.26,0.63,32.29
-0.02,0.4,0.87,-0.11,0.95,0.89,32.29
-0.01,0.41,0.88,0.11,0.98,0.55,32.34
-0.02,0.41,0.89,0.2,0.76,0.43,32.29
-0.01,0.41,0.89,0.37,0.29,0.44,32.25
-0.02,0.41,0.89,0.18,0.26,0.81,32.25
-0.02,0.42,0.89,0.29,0.37,0.64,32.29
-0.02,0.41,0.89,0.21,0.38,0.76,32.25
-0.02,0.42,0.89,0.2,0.5,0.98,32.34
-0.02,0.42,0.89,0.26,0.49,0.87,32.29
-0.02,0.42,0.88,0.26,0.44,1.13,32.25
-0.01,0.41,0.88,0.31,0.49,1.3,32.29
-0.02,0.42,0.88,0.31,0.43,1.05,32.29
-0.02,0.41,0.89,0.55,0.24,1.04,32.15
-0.02,0.42,0.89,0.69,0.15,0.78,32.29
-0.02,0.42,0.88,0.73,0.15,0.96,32.25
-0.01,0.42,0.88,1.01,0.32,1.33,32.25
-0.02,0.42,0.88,0.82,0.09,1.13,32.2
-0.02,0.42,0.88,0.79,-0.03,1.04,32.34
-0.02,0.41,0.89,0.84,0.15,1.22,32.29
-0.01,0.42,0.9,0.78,0.56,1.33,32.29
-0.01,0.42,0.89,0.78,0.5,1.22,32.25
-0.02,0.41,0.88,0.75,0.52,0.98,32.29
-0.02,0.42,0.88,0.82,0.76,1.21,32.2
-0.02,0.41,0.89,0.52,0.87,1.44,32.25
-0.02,0.42,0.88,0.37,0.82,1.62,32.29
-0.02,0.42,0.89,0.38,0.82,1.27,32.25
-0.01,0.42,0.88,0.52,0.9,1.4,32.25
-0.01,0.42,0.89,0.44,0.79,1.24,32.29
-0.01,0.42,0.88,0.21,0.84,1.1,32.25
-0.02,0.43,0.88,0.35,0.85,0.99,32.29
-0.02,0.42,0.88,0.14,0.76,0.84,32.29
-0.02,0.42,0.89,0.23,0.69,0.75,32.25
-0.02,0.42,0.89,0.35,0.37,0.46,32.29
-0.02,0.42,0.89,0.21,0.03,0.37,32.29
-0.01,0.42,0.89,0.11,0.2,0.31,32.34
-0.02,0.42,0.89,0.03,0.15,0.27,32.29
-0.01,0.42,0.88,0.06,0.5,0.49,32.34
-0.02,0.41,0.88,0.21,0.63,0.67,32.34
-0.02,0.42,0.88,0.06,0.38,0.95,32.2
-0.01,0.42,0.89,0.32,0.24,1.02,32.34
-0.02,0.41,0.88,0.75,0.5,0.99,32.15
-0.02,0.43,0.88,1.24,0.72,0.87,32.2
-0.02,0.42,0.89,1.45,1.19,0.84,32.34
-0.02,0.42,0.88,0.55,1.08,1.33,32.29
-0.01,0.41,0.88,0.29,0.84,1.62,32.29
-0.01,0.41,0.89,1.11,0.87,1.71,32.25
-0.02,0.42,0.89,1.15,0.4,1.42,32.2
-0.02,0.42,0.88,0.69,-0.58,1.21,32.29
-0.02,0.43,0.88,1.39,-0.37,1.19,32.25
-0.03,0.43,0.89,-0.06,0.14,1.95,32.2
-0.03,0.42,0.88,-0.37,0.78,3.57,32.25
-0.01,0.41,0.89,-0.05,1.53,4.0,32.25
-0.0,0.4,0.89,0.17,1.91,2.92,32.29
-0.01,0.4,0.89,-0.05,0.85,1.6,32.25
-0.01,0.42,0.89,0.21,-0.2,1.24,32.25
-0.01,0.43,0.88,0.46,-0.38,0.87,32.29
-0.01,0.44,0.88,0.64,0.69,1.15,32.25
-0.01,0.44,0.89,0.26,1.04,1.56,32.29
-0.01,0.43,0.87,-0.56,0.47,1.42,32.29
-0.01,0.41,0.88,-0.5,0.27,0.92,32.25
-0.01,0.4,0.89,0.11,0.23,0.23,32.29
-0.01,0.41,0.88,0.64,0.06,-0.08,32.2
-0.02,0.42,0.88,0.56,-0.35,0.06,32.25
-0.02,0.43,0.88,0.08,-0.31,0.38,32.2
-0.03,0.42,0.89,-0.18,-0.02,0.78,32.25
-0.02,0.41,0.88,0.5,0.37,1.15,32.25
-0.02,0.42,0.89,0.63,0.79,1.94,32.29
-0.02,0.42,0.88,0.34,0.66,2.08,32.29
-0.01,0.41,0.87,0.32,0.78,2.14,32.29
-0.01,0.42,0.89,0.41,1.01,2.47,32.29
-0.01,0.42,0.89,0.47,0.79,2.2,32.25
-0.01,0.42,0.88,0.99,0.78,1.4,32.39
-0.0,0.42,0.88,0.38,0.31,0.58,32.2
-0.02,0.42,0.89,1.18,0.72,0.58,32.34
-0.02,0.43,0.89,0.24,0.21,0.41,32.29
-0.02,0.43,0.89,0.05,0.32,0.61,32.34
-0.02,0.42,0.88,0.05,1.24,0.85,32.34
-0.02,0.41,0.89,-1.1,0.69,0.21,32.29
-0.01,0.41,0.88,-1.69,-0.15,-0.29,32.29
-0.01,0.41,0.88,-0.78,-0.34,-0.61,32.29
-0.01,0.42,0.9,-0.05,0.49,-0.41,32.29
-0.01,0.43,0.89,-0.23,0.72,-0.05,32.34
-0.01,0.42,0.89,-0.89,0.26,0.4,32.29
-0.01,0.41,0.88,-0.79,0.49,0.52,32.2
-0.01,0.4,0.89,0.02,0.61,0.81,32.25
-0.01,0.41,0.88,0.12,0.76,0.84,32.2
-0.01,0.42,0.9,0.17,0.7,1.15,32.25
-0.01,0.41,0.88,0.2,0.66,1.04,32.34
-0.02,0.41,0.88,0.24,0.76,0.84,32.29
-0.02,0.42,0.88,0.44,0.98,0.96,32.39
-0.01,0.42,0.88,0.47,1.13,0.93,32.25
-0.01,0.42,0.88,0.14,1.21,1.02,32.29
-0.01,0.42,0.88,-0.12,0.87,1.08,32.34
-0.02,0.42,0.89,-0.17,0.44,0.96,32.29
-0.01,0.42,0.89,0.21,0.6,0.79,32.29
-0.01,0.42,0.89,0.49,0.81,0.66,32.34
-0.01,0.41,0.89,0.35,0.92,0.63,32.2
-0.01,0.42,0.89,0.4,0.58,0.34,32.29
-0.01,0.42,0.89,0.69,0.4,0.38,32.25
-0.02,0.41,0.89,0.92,0.55,0.6,32.29
-0.01,0.42,0.88,1.01,0.69,1.07,32.29
-0.01,0.41,0.89,0.7,0.98,1.24,32.34
-0.01,0.42,0.88,0.61,1.15,1.59,32.29
-0.01,0.41,0.88,0.89,1.25,1.88,32.25
-0.02,0.42,0.87,0.73,1.11,1.5,32.29
-0.02,0.41,0.88,0.6,0.96,1.45,32.29
-0.02,0.42,0.89,0.47,1.47,1.6,32.25
-0.01,0.42,0.88,0.4,1.37,1.77,32.29
-0.01,0.42,0.88,0.37,1.62,1.53,32.29
-0.01,0.42,0.88,0.02,1.22,1.37,32.25
-0.01,0.42,0.87,0.09,1.39,1.25,32.29
-0.01,0.42,0.89,0.03,1.31,1.27,32.29
-0.02,0.42,0.89,0.02,1.04,0.56,32.25
-0.02,0.42,0.88,0.12,0.92,0.32,32.39
-0.01,0.42,0.89,0.17,0.98,0.46,32.25
-0.01,0.42,0.88,-0.23,1.04,0.44,32.29
-0.02,0.42,0.89,-0.18,0.95,0.53,32.29
-0.01,0.41,0.89,-0.17,0.79,0.09,32.25
-0.01,0.41,0.88,0.02,0.96,0.15,32.39
-0.02,0.42,0.88,0.06,1.07,0.38,32.25
-0.02,0.42,0.89,0.08,1.08,0.67,32.34
-0.02,0.42,0.88,0.23,0.81,0.55,32.29
-0.02,0.41,0.89,0.43,1.11,1.25,32.39
-0.01,0.42,0.88,0.46,1.11,1.34,32.25
-0.02,0.41,0.88,0.49,1.11,1.11,32.29
-0.01,0.41,0.88,0.52,1.16,1.25,32.25
-0.02,0.41,0.88,0.64,1.48,1.59,32.29
-0.01,0.42,0.88,0.5,1.74,1.68,32.2
-0.01,0.42,0.89,0.26,1.47,1.88,32.25
-0.01,0.42,0.89,0.58,1.3,1.88,32.29
-0.02,0.42,0.88,1.08,1.44,1.39,32.25
-0.02,0.42,0.89,1.4,1.62,1.04,32.34
-0.03,0.42,0.89,1.01,2.09,0.96,32.29
-0.03,0.42,0.89,0.03,1.77,1.3,32.29
-0.02,0.41,0.89,0.53,1.51,1.31,32.25
-0.01,0.41,0.88,0.78,1.16,0.98,32.29
