acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0.0,0.43,0.87,0.26,0.72,0.87,32.53
0.01,0.43,0.88,0.2,0.58,0.63,32.39
0.0,0.43,0.88,-0.31,-0.05,0.41,32.48
0.0,0.43,0.88,-0.17,-0.21,0.66,32.44
0.0,0.43,0.88,-0.03,-0.34,0.63,32.48
-0.0,0.43,0.89,0.55,0.2,0.49,32.53
-0.0,0.43,0.88,0.55,0.24,0.27,32.34
-0.0,0.43,0.88,0.49,0.11,0.35,32.48
-0.01,0.43,0.88,0.35,-0.17,0.99,32.53
-0.0,0.43,0.88,0.41,0.03,1.15,32.39
0.0,0.43,0.88,0.58,0.18,1.18,32.48
0.0,0.43,0.89,0.75,0.44,1.37,32.53
0.0,0.43,0.89,0.52,0.61,1.28,32.48
0.01,0.43,0.88,0.46,0.49,1.34,32.39
0.0,0.42,0.88,0.47,0.52,0.96,32.44
-0.0,0.42,0.88,0.32,0.18,1.16,32.48
-0.0,0.43,0.88,0.14,-0.06,1.4,32.44
0.0,0.43,0.88,0.06,-0.02,1.48,32.44
0.0,0.43,0.88,0.44,0.5,1.37,32.48
-0.0,0.44,0.88,0.26,0.63,1.18,32.53
-0.01,0.43,0.88,0.6,0.47,1.07,32.48
-0.0,0.43,0.88,0.46,0.37,0.93,32.48
0.0,0.43,0.88,0.56,0.23,0.49,32.44
0.0,0.43,0.89,0.27,-0.17,0.14,32.48
0.0,0.43,0.88,0.27,-0.24,-0.03,32.48
0.0,0.43,0.87,0.35,0.0,0.15,32.53
0.0,0.43,0.88,0.2,0.63,0.5,32.48
0.0,0.43,0.88,-0.12,0.63,0.18,32.44
0.0,0.44,0.88,-0.27,0.09,0.38,32.39
0.0,0.43,0.88,-0.18,-0.43,0.32,32.48
0.0,0.43,0.88,0.24,-0.46,0.12,32.44
-0.0,0.43,0.88,0.63,0.18,0.29,32.48
-0.0,0.43,0.88,0.81,1.16,0.64,32.44
-0.0,0.43,0.89,0.24,0.96,1.27,32.44
-0.0,0.42,0.88,0.52,1.16,1.21,32.48
0.01,0.43,0.89,0.41,-0.15,1.1,32.44
0.01,0.43,0.88,-0.35,-1.74,0.76,32.58
-0.0,0.44,0.88,-0.11,-2.12,0.26,32.48
-0.02,0.44,0.88,0.32,-1.44,1.24,32.53
-0.01,0.44,0.88,0.81,0.95,3.33,32.39
0.0,0.42,0.88,1.19,3.39,4.35,32.53
0.01,0.41,0.88,0.78,4.38,2.93,32.44
0.01,0.41,0.89,0.84,2.79,1.44,32.39
0.0,0.42,0.89,1.16,0.64,1.24,32.53
0.01,0.44,0.87,0.49,-1.98,1.25,32.48
0.02,0.45,0.89,-0.9,-2.93,0.82,32.48
0.01,0.45,0.87,-1.56,-1.47,1.21,32.44
0.01,0.44,0.88,-1.11,0.84,2.18,32.48
0.01,0.43,0.88,0.05,1.95,1.86,32.48
0.02,0.42,0.88,1.31,2.08,0.9,32.44
0.02,0.42,0.88,1.59,0.84,-0.46,32.58
0.0,0.43,0.87,0.7,-0.81,-0.78,32.44
-0.0,0.43,0.87,-0.7,-1.79,-0.17,32.44
-0.01,0.43,0.88,-1.11,-1.57,0.89,32.48
0.0,0.44,0.88,-1.01,-0.64,1.27,32.44
0.0,0.43,0.89,-0.18,0.4,1.21,32.48
0.0,0.43,0.88,0.93,0.81,1.21,32.48
0.01,0.43,0.89,1.4,0.38,1.27,32.53
0.0,0.44,0.88,0.79,-0.02,1.28,32.48
0.01,0.43,0.88,0.38,0.32,1.33,32.53
0.02,0.43,0.88,-1.01,0.11,0.93,32.44
0.01,0.42,0.89,0.03,0.23,0.52,32.48
0.0,0.44,0.89,0.44,-0.82,0.09,32.44
-0.01,0.44,0.88,0.87,-1.11,0.31,32.48
-0.0,0.44,0.88,1.15,0.24,1.08,32.39
-0.0,0.43,0.88,0.02,2.09,0.79,32.53
-0.0,0.42,0.88,-0.64,2.37,0.63,32.48
0.01,0.42,0.88,-0.95,1.36,0.5,32.48
0.01,0.44,0.89,-0.85,-0.27,-0.02,32.53
0.01,0.44,0.88,-0.82,-1.08,-0.55,32.39
0.01,0.43,0.88,-0.52,-0.6,-0.52,32.44
0.0,0.43,0.89,-0.61,0.6,0.18,32.62
0.01,0.43,0.88,-0.46,1.48,0.4,32.39
0.01,0.43,0.88,-0.23,1.85,0.11,32.44
0.01,0.42,0.88,0.15,1.56,0.2,32.48
0.0,0.42,0.88,-0.06,1.13,0.6,32.58
0.01,0.43,0.88,-0.29,0.56,0.5,32.53
0.01,0.43,0.88,-0.79,-0.12,0.37,32.39
0.0,0.42,0.88,-0.9,-0.31,0.18,32.39
0.0,0.42,0.88,-0.64,0.4,0.53,32.44
0.0,0.43,0.88,-0.44,0.79,0.96,32.48
0.0,0.43,0.87,-0.27,1.1,0.72,32.53
0.0,0.43,0.88,-0.24,0.92,0.52,32.48
0.01,0.43,0.89,-0.44,0.6,0.53,32.58
0.0,0.42,0.88,-0.26,0.09,0.7,32.44
0.01,0.43,0.88,-0.14,-0.26,0.84,32.48
0.01,0.43,0.89,-0.08,-0.18,0.49,32.48
0.01,0.43,0.88,0.23,0.24,0.18,32.44
0.0,0.42,0.89,0.47,0.12,0.14,32.48
0.01,0.44,0.89,0.2,0.21,0.02,32.39
0.0,0.42,0.89,-0.02,0.32,0.61,32.44
-0.0,0.43,0.9,0.15,0.72,1.15,32.48
-0.0,0.42,0.88,-0.05,1.11,1.15,32.34
0.0,0.43,0.89,0.12,1.08,0.76,32.48
0.0,0.42,0.89,0.5,0.81,0.89,32.48
-0.0,0.42,0.88,0.43,1.15,1.02,32.44
0.01,0.43,0.88,0.2,1.28,1.33,32.48
0.01,0.43,0.89,-0.15,1.04,1.02,32.44
0.01,0.43,0.89,-0.17,0.85,0.9,32.53
0.01,0.43,0.89,0.03,0.92,1.21,32.48
0.01,0.43,0.88,0.09,0.96,1.08,32.48
0.01,0.43,0.88,0.38,0.96,0.89,32.44
0.01,0.43,0.89,-0.08,1.1,0.85,32.48
0.01,0.43,0.88,-0.21,1.19,0.81,32.44
0.0,0.42,0.88,-0.17,0.7,0.53,32.39
-0.0,0.42,0.88,-0.12,0.76,0.4,32.29
-0.01,0.42,0.89,-0.12,0.81,0.43,32.34
-0.0,0.42,0.88,-0.29,0.84,0.72,32.48
0.0,0.42,0.88,-0.31,0.89,0.78,32.53
0.01,0.43,0.89,-0.23,0.53,0.87,32.53
0.01,0.42,0.88,-0.02,0.87,0.75,32.48
0.01,0.42,0.87,-0.09,0.79,0.85,32.48
0.0,0.43,0.88,0.08,0.84,1.24,32.39
0.0,0.43,0.88,-0.11,0.55,1.25,32.48
0.0,0.43,0.9,0.08,0.64,1.07,32.44
0.01,0.43,0.89,0.53,0.98,0.64,32.48
-0.0,0.44,0.88,1.04,1.57,0.67,32.44
0.0,0.43,0.89,0.7,1.68,1.13,32.44
0.0,0.42,0.88,0.41,1.76,1.47,32.48
0.01,0.42,0.88,0.4,1.05,0.98,32.44
0.01,0.43,0.88,-0.76,-1.25,0.15,32.48
0.0,0.43,0.88,-0.72,-1.68,0.12,32.48
-0.01,0.44,0.89,-0.02,-0.98,1.36,32.53
0.0,0.43,0.89,0.5,0.66,3.05,32.48
0.0,0.43,0.88,1.19,3.63,4.24,32.44
0.01,0.41,0.89,1.13,5.54,3.94,32.44
0.01,0.41,0.88,0.49,4.73,2.43,32.48
-0.0,0.41,0.89,0.43,1.92,1.39,32.44
0.0,0.43,0.9,-0.03,-1.08,1.27,32.53
0.01,0.44,0.88,-0.4,-2.05,1.22,32.48
0.02,0.44,0.88,-0.95,-0.37,1.73,32.53
0.01,0.44,0.88,-0.73,1.56,2.12,32.48
0.0,0.43,0.88,0.12,2.95,1.92,32.48
0.01,0.42,0.88,0.82,3.02,0.99,32.44
0.01,0.42,0.88,0.96,1.89,0.17,32.48
0.0,0.42,0.88,0.35,0.4,0.08,32.44
0.0,0.42,0.89,-0.26,-0.61,0.37,32.44
-0.01,0.43,0.88,-0.23,-0.58,0.82,32.39
-0.01,0.43,0.88,-0.12,0.52,1.27,32.53
-0.01,0.43,0.88,0.17,1.85,1.57,32.48
-0.0,0.42,0.88,0.76,2.52,1.94,32.53
0.0,0.43,0.89,1.11,2.24,1.98,32.62
0.01,0.43,0.88,0.95,1.44,2.08,32.58
0.02,0.43,0.89,1.01,1.34,2.24,32.48
0.01,0.43,0.88,0.09,0.84,1.3,32.39
0.01,0.42,0.88,0.35,0.96,0.5,32.48
-0.01,0.43,0.89,0.67,0.82,0.18,32.44
-0.0,0.43,0.89,0.87,0.63,0.58,32.39
-0.0,0.44,0.88,1.53,1.34,1.39,32.53
0.0,0.43,0.88,0.02,2.76,0.89,32.44
-0.01,0.41,0.88,-1.16,1.86,0.46,32.48
-0.01,0.41,0.89,-1.27,0.63,0.82,32.53
0.0,0.42,0.88,-0.47,0.41,0.69,32.48
0.0,0.44,0.88,0.41,1.05,0.35,32.48
0.0,0.44,0.89,0.46,1.37,0.35,32.44
-0.0,0.43,0.88,0.14,1.42,0.41,32.48
-0.0,0.43,0.88,0.06,1.76,0.92,32.44
0.0,0.41,0.88,0.12,1.92,1.5,32.53
0.0,0.42,0.88,0.6,2.49,1.66,32.58
0.01,0.43,0.89,0.63,2.44,1.62,32.53
0.01,0.42,0.89,0.5,1.92,1.42,32.44
0.0,0.42,0.89,0.76,1.3,1.25,32.48
0.0,0.43,0.89,0.82,1.31,1.19,32.44
0.0,0.43,0.88,0.96,1.65,1.56,32.58
0.01,0.43,0.87,0.85,2.09,1.76,32.58
0.0,0.43,0.89,0.72,1.98,1.91,32.44
0.01,0.43,0.88,0.64,1.45,1.47,32.39
0.0,0.42,0.88,0.63,1.05,1.62,32.53
-0.0,0.43,0.88,0.92,0.85,1.15,32.44
0.0,0.42,0.89,1.11,1.01,1.02,32.48
0.0,0.42,0.88,1.13,0.87,0.69,32.44
0.0,0.43,0.88,1.24,1.16,0.92,32.44
-0.0,0.42,0.88,1.19,1.31,1.36,32.58
-0.0,0.42,0.89,1.27,0.99,1.25,32.44
-0.0,0.43,0.89,1.28,1.1,1.57,32.48
-0.01,0.43,0.89,1.62,1.51,1.6,32.48
0.0,0.42,0.88,1.69,1.54,1.66,32.53
-0.0,0.43,0.88,1.37,1.54,2.0,32.39
-0.01,0.43,0.89,1.33,1.69,2.14,32.44
0.0,0.42,0.89,1.47,1.73,2.27,32.53
0.0,0.42,0.88,1.48,1.91,2.29,32.48
0.01,0.42,0.88,1.39,1.98,2.03,32.44
-0.0,0.43,0.88,1.24,1.94,1.86,32.48
-0.0,0.44,0.88,1.27,1.82,1.83,32.48
-0.0,0.43,0.87,1.33,2.02,1.71,32.53
-0.0,0.44,0.89,0.87,1.92,1.76,32.48
-0.0,0.43,0.88,0.75,1.85,1.48,32.48
-0.0,0.43,0.88,0.84,1.45,1.16,32.44
-0.0,0.44,0.88,0.75,1.45,1.04,32.48
-0.0,0.43,0.88,0.7,1.68,0.92,32.44
-0.0,0.42,0.88,0.46,1.66,0.93,32.44
0.0,0.43,0.88,0.34,1.44,0.69,32.48
0.0,0.43,0.88,0.61,1.16,0.84,32.44
-0.0,0.43,0.88,0.92,1.34,0.82,32.48
-0.0,0.43,0.88,1.31,1.36,0.81,32.48
-0.0,0.43,0.88,1.71,1.92,0.61,32.44
-0.01,0.43,0.88,1.37,2.26,1.31,32.48
-0.01,0.43,0.88,0.72,1.91,1.86,32.39
0.0,0.42,0.88,1.11,1.37,1.68,32.44
-0.0,0.43,0.88,0.75,-0.34,1.11,32.48
-0.01,0.44,0.87,1.22,-1.02,1.08,32.53
-0.01,0.44,0.88,2.41,0.5,2.06,32.48
-0.01,0.44,0.88,1.28,1.68,3.22,32.39
-0.02,0.43,0.87,1.3,3.02,4.78,32.44
0.01,0.42,0.87,1.65,3.62,5.59,32.48
0.01,0.42,0.89,1.31,3.33,4.15,32.53
0.0,0.43,0.89,1.18,1.5,2.05,32.44
0.0,0.43,0.89,1.36,-0.26,1.8,32.39
-0.0,0.44,0.88,1.51,0.02,2.2,32.44
-0.0,0.46,0.88,1.5,1.11,1.88,32.48
0.0,0.45,0.87,1.13,2.37,2.18,32.48
0.0,0.44,0.87,0.29,1.8,1.98,32.44
0.0,0.42,0.87,0.29,1.48,1.4,32.58
0.0,0.43,0.87,0.76,1.28,0.76,32.53
-0.0,0.43,0.88,0.99,1.48,0.05,32.44
-0.0,0.44,0.88,1.07,0.95,0.17,32.39
-0.01,0.43,0.87,0.79,0.67,0.85,32.53
-0.0,0.43,0.88,0.73,1.13,1.53,32.48
