acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
-0.01,0.44,0.88,0.24,0.34,0.98,32.29
-0.01,0.43,0.88,0.14,0.76,1.18,32.29
-0.0,0.44,0.86,0.56,0.92,1.21,32.29
0.01,0.44,0.87,0.38,0.73,1.08,32.25
0.0,0.44,0.88,0.21,0.32,0.75,32.2
-0.0,0.43,0.88,0.43,-0.37,0.53,32.29
0.0,0.44,0.88,0.56,-0.14,0.35,32.25
-0.0,0.43,0.87,0.69,0.2,0.29,32.2
-0.0,0.43,0.88,0.73,-0.11,0.44,32.25
0.0,0.43,0.88,0.52,-0.26,0.43,32.34
-0.0,0.44,0.88,0.6,-0.09,0.73,32.2
-0.01,0.44,0.88,0.93,0.31,1.07,32.29
-0.0,0.44,0.88,0.38,0.27,1.08,32.29
-0.01,0.43,0.88,0.47,0.17,1.19,32.29
-0.01,0.43,0.88,0.7,0.46,1.66,32.25
-0.0,0.43,0.88,0.73,0.81,2.12,32.29
-0.0,0.44,0.87,0.82,0.85,1.79,32.29
-0.01,0.43,0.88,0.95,0.64,1.95,32.25
-0.0,0.43,0.88,1.01,0.95,1.86,32.29
-0.01,0.44,0.89,0.93,0.92,1.89,32.25
-0.0,0.44,0.88,0.7,0.93,1.56,32.34
-0.0,0.44,0.88,0.53,0.87,1.45,32.29
0.0,0.44,0.88,0.53,0.72,1.33,32.29
-0.0,0.44,0.87,0.49,0.38,0.87,32.34
-0.0,0.44,0.87,0.09,0.41,0.26,32.2
-0.0,0.44,0.87,0.14,0.26,0.14,32.34
-0.0,0.44,0.87,0.05,0.38,0.09,32.29
0.02,0.48,0.84,-1.82,2.02,1.01,32.2
-0.0,0.44,0.89,-0.6,0.14,-0.11,32.25
0.0,0.43,0.87,-0.34,0.0,-0.06,32.29
0.0,0.44,0.87,0.85,0.2,0.17,32.2
-0.01,0.43,0.88,0.67,0.81,0.34,32.34
-0.01,0.43,0.88,-0.27,0.9,0.81,32.29
-0.0,0.42,0.86,-0.15,0.64,1.28,32.39
0.0,0.43,0.88,0.69,0.67,1.22,32.34
-0.0,0.44,0.87,0.38,0.24,1.37,32.29
-0.0,0.44,0.87,1.01,-0.95,1.21,32.34
-0.01,0.45,0.87,0.73,-0.37,1.68,32.34
-0.03,0.45,0.88,-0.31,0.6,3.37,32.29
-0.01,0.44,0.87,0.03,2.03,4.69,32.25
0.01,0.42,0.88,0.12,2.56,4.37,32.29
0.01,0.42,0.88,0.09,2.0,2.64,32.29
